report_date,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
2007-09-18,392748,168140,26490,87493,84176,259440,52939,19325
2007-09-25,440945,201188,27143,93783,88400,296412,57574,23607
2007-10-02,439865,210766,34871,94250,80388,292419,54461,18325
2007-10-09,458936,221749,31053,105279,79580,306601,52328,16003
2007-10-16,483872,238432,36573,111023,77405,316501,57012,19775
2007-10-23,489471,226875,40571,123288,83708,306477,55600,19135
2007-10-30,516163,232622,34016,136909,91655,326788,54977,18450
2007-11-06,556856,241475,39350,157402,96082,336091,61897,24013
2007-11-13,552546,228360,37575,152929,111704,338121,59553,23921
2007-11-20,512430,213234,40844,129792,114599,324224,54805,17570
2007-11-27,520782,206498,31417,122145,132752,338076,59387,29144
2007-12-04,486709,190888,23364,122898,119700,324598,53223,15849
2007-12-11,486198,196529,24755,126580,110559,321302,52530,13561
2007-12-18,495001,197789,27516,131047,111220,320827,54945,15611
2007-12-24,517020,210521,26146,139730,115530,337061,51239,14083
2007-12-31,541854,227112,27674,143527,116141,354553,55074,16100
2008-01-08,558309,238089,32685,140554,119844,366534,59822,18536
2008-01-15,593953,247106,35059,147308,139606,390720,59933,20866
2008-01-22,560173,241183,36108,131814,119585,362612,67591,29639
2008-01-29,522142,237252,31472,98836,121716,366717,64338,25117
2008-02-05,495139,234852,31110,90812,113952,355533,55523,17684
2008-02-12,475749,240806,34210,76587,103713,347313,54643,17639
2008-02-19,489789,251717,39458,75373,104482,357222,58217,17736
2008-02-26,495102,250270,40907,75835,104099,356374,64898,21986
2008-03-04,486992,240597,44817,80661,100312,340421,65422,21093
2008-03-11,482035,239048,42705,77132,102839,346097,63016,16101
2008-03-18,489055,232427,40418,82583,110087,349215,63958,16839
2008-03-25,452193,214651,38909,73087,104994,311119,59461,29078
2008-04-01,399393,190958,29680,65644,94901,287969,47890,16100
2008-04-08,407212,196823,31430,70659,94076,288648,45654,16475
2008-04-15,422699,202910,30933,74683,96173,301285,48933,15798
2008-04-22,424218,201865,34242,75203,101648,301247,45502,13526
2008-04-29,429670,194844,34196,76235,107519,293001,51072,26238
2008-05-06,433741,192719,36752,79371,114554,297282,47097,20336
2008-05-13,439636,197809,44871,74032,121605,299202,46190,21531
2008-05-20,453084,216324,34205,76092,108853,324034,51815,18753
2008-05-27,430961,220954,29442,66181,92239,310524,51587,24814
2008-06-03,398441,200544,30333,59975,92556,294727,45366,13406
2008-06-10,396392,189175,37927,66457,94287,277368,46473,14640
2008-06-17,390471,180637,29447,67609,96068,279508,46157,13907
2008-06-24,401226,190218,36680,64375,95832,282588,50801,17583
2008-07-01,434024,223539,35860,65054,89674,316701,55757,16409
2008-07-08,443202,225045,35443,63001,97573,326233,57583,18525
2008-07-15,483920,240934,38151,66920,112225,358802,63841,20047
2008-07-22,475606,231170,36517,70997,114261,351322,59178,16770
2008-07-29,446013,212285,29966,73497,110651,330322,49580,12228
2008-08-05,408430,192528,28800,64011,98643,297560,53248,18059
2008-08-12,365611,159313,28653,61486,97743,253556,47069,21916
2008-08-19,372968,144104,31738,66195,118611,248765,44058,26270
2008-08-26,380766,147240,41961,64868,127926,249845,40732,24092
2008-09-02,382329,139251,46060,65155,136887,244918,41036,26196
2008-09-09,392592,133946,51291,67853,150444,244428,40349,29020
2008-09-16,393814,147720,57429,71222,135086,238108,39786,27055
2008-09-23,368254,156812,35796,66456,102529,243805,42457,22197
2008-09-30,336598,141026,23240,58897,92860,233698,43815,20763
2008-10-07,329480,137672,26059,59010,90270,221577,42528,22834
2008-10-14,323496,131093,24268,57537,90552,216295,44314,25396
2008-10-21,319472,125951,26749,57677,98664,207457,37180,27589
2008-10-28,313709,117638,39323,56317,108336,193412,31418,24657
2008-11-04,303908,118166,49971,51192,102401,178807,32149,23938
2008-11-11,293831,116351,52392,48738,98118,167614,30624,25087
2008-11-18,289700,111063,46234,46350,95697,166813,36590,30303
2008-11-25,276567,115014,33142,37697,88357,181592,35499,24136
2008-12-02,264796,111592,27223,36173,83482,177770,33549,23630
2008-12-09,261001,111284,28129,32980,83274,178146,33463,21746
2008-12-16,282915,132674,24425,34682,78482,201593,37077,22215
2008-12-22,291022,141246,21458,36928,79850,212647,32998,19989
2008-12-30,300448,146292,20331,37890,78765,221538,37501,20689
2009-01-06,320391,152569,18965,41959,85948,235430,39915,24037
2009-01-13,318185,146167,18549,42736,90615,232178,38667,24722
2009-01-20,331507,146910,22973,43929,99813,238744,40855,25861
2009-01-27,354191,165652,24538,39876,102080,260456,46583,29321
2009-02-03,346288,181020,25714,23394,95920,273509,45954,23671
2009-02-10,350858,188898,25276,22856,94052,282764,45052,19962
2009-02-17,361619,195966,30045,24111,90051,286411,51491,21052
2009-02-24,372697,199830,37965,22275,97256,288192,53336,24265
2009-03-03,365271,189580,30287,24383,99652,288053,51656,22548
2009-03-10,371321,178160,33372,33438,107448,280299,52275,24212
2009-03-17,376237,175190,24795,34677,118398,294082,47972,22683
2009-03-24,387177,178635,26708,31512,128889,310178,48141,18779
2009-03-31,368618,182986,28127,27784,108489,290415,49359,22292
2009-04-07,344929,165377,37565,29755,100993,254216,48804,23393
2009-04-14,336930,165866,35971,30248,92383,245892,48433,24819
2009-04-21,339226,164328,35961,34753,93836,243444,46309,25068
2009-04-28,343037,166821,37721,34109,92061,245480,50046,25727
2009-05-05,341461,171493,41502,33362,81437,241882,55169,24715
2009-05-12,359517,184509,45632,36828,84161,255341,54019,21716
2009-05-19,367931,185932,36348,42250,85018,268083,54731,21250
2009-05-26,396965,209733,32425,43273,82709,290845,61250,30422
2009-06-02,391057,215968,28628,38551,80715,307236,55823,16642
2009-06-09,387181,215785,26111,38448,78765,303812,54183,18810
2009-06-16,371997,202687,27144,37909,80885,288253,50516,18691
2009-06-23,370347,195654,29360,39298,84584,279014,50811,22675
2009-06-30,379199,194005,29819,42395,88241,286059,54558,20926
2009-07-07,372985,190386,26242,41389,93002,284309,48208,21045
2009-07-14,370509,185704,26900,44722,94110,276397,45973,22490
2009-07-21,390939,201269,27967,47429,90227,294453,52014,21090
2009-07-28,386340,199452,26681,47039,91473,293994,48376,18626
2009-08-04,392834,217009,23495,41473,82256,310449,52096,17417
2009-08-11,385002,211989,21903,41984,79855,302760,51174,18355
2009-08-18,373810,203467,25937,41603,81498,286043,47242,20227
2009-08-25,379629,205472,22490,43392,82177,293519,48588,20228
2009-09-01,384703,206799,22298,44086,82154,298862,51664,19457
2009-09-08,451713,251708,27032,48382,84842,355639,66781,20660
2009-09-15,467892,263329,27682,48532,81382,366043,74649,25635
2009-09-22,467145,265925,29176,47013,80338,367948,73869,23008
2009-09-29,454585,252994,21608,49564,84923,360157,67104,23256
2009-10-06,484307,269879,30211,51036,81578,363442,81814,39618
2009-10-13,504187,288214,34259,54262,86071,381997,75640,33669
2009-10-20,509678,286864,36757,61348,86225,383718,75241,27855
2009-10-27,497479,272946,31169,59381,89306,372785,75846,34144
2009-11-03,493991,279524,38205,66381,91788,375640,56298,13765
2009-11-09,530505,280398,42338,73337,98290,381074,78480,33756
2009-11-17,533119,284390,48693,68359,99935,381481,80435,34586
2009-11-24,521253,294780,32449,51230,100243,406347,75000,31227
2009-12-01,521433,297316,38252,48756,96699,404930,78662,29495
2009-12-08,505652,290956,36527,53491,87110,386296,74095,29338
2009-12-15,504368,288482,32374,53412,87400,391191,75074,27391
2009-12-22,499233,273487,35411,59407,92637,378302,73702,26113
2009-12-29,491712,263631,33141,60672,94841,373783,72568,24116
2010-01-05,507643,263008,35241,67958,98195,376746,78482,27698
2010-01-12,523266,271260,41918,75955,100451,382939,75600,22454
2010-01-19,528924,261276,39807,82893,109197,382844,75558,23380
2010-01-26,507565,246223,34299,76151,111492,360110,73699,37005
2010-02-02,480860,246048,35879,68851,103361,347940,62600,28190
2010-02-09,466905,222775,41256,70832,110759,324186,62539,30631
2010-02-16,466509,224715,35857,68959,105334,325212,67501,36481
2010-02-23,466572,233106,32484,67508,97536,335580,68422,31000
2010-03-02,482786,239765,32393,72852,101700,353237,68469,24304
2010-03-09,493909,240868,32674,72523,112952,364739,67566,23973
2010-03-16,496481,239065,38719,80696,109825,352120,66895,24946
2010-03-23,495143,221472,37600,83751,124504,348327,65416,25465
2010-03-30,466678,209874,36108,67642,135472,343163,53690,19765
2010-04-06,497388,242302,38856,69884,126670,371576,58532,17072
2010-04-13,528856,262599,41857,69469,135469,398953,61319,18577
2010-04-20,521338,251244,40593,64759,139961,397357,65374,18629
2010-04-27,538591,263472,37804,62744,145584,411106,66791,26937
2010-05-04,551616,271511,40964,64110,151675,423261,64320,23281
2010-05-11,583504,282375,46550,58622,168306,450950,74201,27382
2010-05-18,579758,281985,50315,56608,170172,449916,70993,22919
2010-05-25,591360,271184,43493,86772,167088,435467,66316,25628
2010-06-01,553950,266569,42023,50917,172487,440110,63977,20900
2010-06-08,564792,270729,43331,50242,175948,449525,67873,21694
2010-06-15,569204,273657,43406,50838,178313,457257,66396,17703
2010-06-22,602411,283920,45286,57889,186762,475678,73840,23558
2010-06-29,601138,279992,35267,62147,192020,481976,66979,21748
2010-07-06,577732,251273,42231,59035,203285,452427,64139,24039
2010-07-13,568078,243867,38946,61448,198305,446653,64458,21031
2010-07-20,559473,227963,49656,63477,208787,424451,59246,21889
2010-07-27,560066,228251,39350,74039,193521,421076,64255,25601
2010-08-03,518643,222704,37189,59542,179968,401997,56429,19915
