report_date,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
2020-06-09,592915,184669,89020,7615,316909,450627,83722,45653
2020-06-16,574939,187120,69988,6327,302800,457835,78692,40789
2020-06-23,585421,190816,72368,6055,305405,467945,83145,39053
2020-06-30,579738,180387,81432,6615,306839,453967,85897,37724
2020-07-07,593341,185159,81562,7595,311843,466973,88744,37211
2020-07-14,604982,194252,83340,9211,309455,471519,92064,40912
2020-07-21,636212,204185,79138,15104,320979,501647,95944,40323
2020-07-28,678965,242127,84568,10435,328605,546114,97798,37848
2020-08-04,704875,262109,81461,10965,332310,573668,99491,38781
2020-08-11,706458,266078,66327,10878,332842,589103,96660,40150
2020-08-18,704050,259244,62301,10585,332209,591573,102012,39591
2020-08-25,704077,262061,50309,10194,332664,600646,99158,42928
2020-09-01,698211,250867,54120,9515,340434,592019,97395,42557
2020-09-08,690782,248683,51869,12490,332939,581988,96670,44435
2020-09-15,658174,230695,52119,6226,326724,561883,94529,37946
2020-09-22,666412,247049,56227,6043,324148,563561,89172,40581
2020-09-29,655912,241967,53851,6752,319362,554998,87831,40311
2020-10-06,652135,231369,57061,5706,322277,548547,92783,40821
2020-10-13,646165,228295,59658,5397,320037,538976,92436,42134
2020-10-20,644667,229878,63935,4602,316168,535679,94019,40451
2020-10-27,636778,217443,61888,6911,320086,526904,92338,41075
2020-11-03,627754,208237,67888,4364,329671,516373,85482,39129
2020-11-10,638993,202374,67087,4598,339154,526728,92867,40580
2020-11-17,637946,203551,69591,5891,338363,522088,90141,40376
2020-11-24,644566,206354,68104,7982,342250,530912,87980,37568
2020-12-01,654257,207302,67408,6571,345848,536756,94536,43522
2020-12-08,683351,222521,66092,12263,349005,562077,99562,42919
2020-12-15,657046,218710,76877,3774,338345,537607,96217,38788
2020-12-21,659499,222443,78541,5128,339342,538743,92586,37087
2020-12-29,671643,222848,79772,4443,348773,550545,95579,36883
2021-01-05,673532,224832,81841,4404,349449,550714,94847,36573
2021-01-12,677952,228757,72867,5690,345185,560987,98320,38408
2021-01-19,676515,236533,73067,4706,337268,559646,98008,39096
2021-01-26,677432,238099,72755,4888,339228,559856,95217,39933
2021-02-02,675520,216887,79884,8963,354432,543240,95238,43433
2021-02-09,673116,220943,80721,7867,349377,541364,94929,43164
2021-02-16,675761,222895,82889,7224,352756,546512,92886,39136
2021-02-23,696916,228501,90136,6637,366500,560917,95278,39226
2021-03-02,698229,222655,96667,10341,374362,550290,90871,40931
2021-03-09,722123,207588,105624,15616,402394,559836,96525,41047
2021-03-16,638977,195857,105881,6465,349395,484374,87260,42257
2021-03-23,641428,195500,102178,7134,350520,488553,88274,43563
2021-03-30,645121,194763,121024,7445,351292,472620,91621,44032
2021-04-06,642671,192230,124708,6347,354401,464142,89693,47474
2021-04-13,648681,190640,123789,7954,361380,471014,88707,45924
2021-04-20,661640,197137,116329,7267,365754,494986,91482,43058
2021-04-27,672072,200415,119448,7036,368662,504495,95959,41093
2021-05-04,677397,206472,121643,9059,364947,507105,96919,39590
2021-05-11,697211,223387,129480,9909,357792,522697,106123,35125
2021-05-18,727631,232330,132472,7799,378241,551145,109261,36215
2021-05-25,738138,236103,132103,8689,381869,561735,111477,35611
2021-06-01,742079,237360,128038,7664,384998,568512,112057,37865
2021-06-08,743159,232103,124890,14468,382766,565245,113822,38556
2021-06-15,694722,210816,92630,2607,381409,563500,99890,35985
2021-06-22,694804,207863,118806,6479,383894,528473,96568,41046
2021-06-29,697425,209058,121912,6245,387635,524237,94487,45031
2021-07-06,699383,212998,135808,5895,386189,510347,94301,47333
2021-07-13,688952,212851,153138,5935,378329,479700,91837,50179
2021-07-20,683075,208669,162847,6196,379176,461577,89034,52455
2021-07-27,678008,202245,164119,9324,373953,453802,92486,50763
2021-08-03,674491,199067,161060,8571,374123,453158,92730,51702
2021-08-10,702098,212809,178952,8072,388866,458925,92351,56149
2021-08-17,694792,233529,175889,7532,383684,456767,70047,54604
2021-08-24,698547,194169,169539,9975,403032,460425,91371,58608
2021-08-31,705110,190593,180117,14682,404630,456842,95205,53469
2021-09-07,696734,189904,163596,10823,397755,471071,98252,51244
2021-09-14,653102,186554,158749,7685,368593,434853,90270,51815
2021-09-21,663519,189406,177311,7484,381122,425371,85507,53353
2021-09-28,668067,195043,194171,7398,378476,408900,87150,57598
2021-10-05,693591,196819,219153,9674,396534,405021,90564,59743
2021-10-12,695329,202512,220910,7860,396224,405177,88733,61382
2021-10-19,679418,193320,205427,8653,389682,407255,87763,58083
2021-10-26,680374,196880,208136,8906,387905,404160,86683,59172
2021-11-02,678024,191496,197634,9486,392882,415610,84160,55294
2021-11-09,678368,192544,188771,12175,389822,421863,83827,55559
2021-11-16,705698,198181,202007,12990,404266,431251,90261,59450
2021-11-23,711685,204214,220666,13186,403595,420430,90690,57403
2021-11-30,705409,191048,214288,13922,407774,418645,92665,58554
2021-12-07,716213,194869,203168,16253,418656,438831,86435,57961
2021-12-14,661711,189530,201409,13933,378079,394668,80169,51701
2021-12-21,672239,196595,206757,14873,381670,397296,79101,53313
2021-12-28,673273,198617,205251,13060,384857,403390,76739,51572
2022-01-04,678218,199073,200627,9374,388742,415200,81029,53017
2022-01-11,682293,204361,198356,8748,389191,422581,79993,52608
2022-01-18,691882,211901,187317,10708,389617,440081,79656,53776
2022-01-25,682952,213408,181848,11117,379154,435412,79273,54575
2022-02-01,685431,213563,183847,11388,376805,434272,83675,55924
2022-02-08,700098,218973,180131,10974,382426,455678,87725,53315
2022-02-15,702047,217899,170318,11201,383827,468884,89120,51644
2022-02-22,696682,214195,154889,13570,379583,477633,89334,50590
2022-03-01,719975,228385,163446,17009,390260,485365,84321,54155
2022-03-08,738990,242683,183839,23926,386654,470527,85727,60698
2022-03-15,666010,202040,183246,19526,369253,411882,75191,51356
2022-03-22,658817,207051,183208,18304,357492,403870,75970,53435
2022-03-29,662415,200043,178669,17888,364163,411511,80321,54347
2022-04-05,663589,210914,183544,17589,357140,406757,77946,55699
2022-04-12,678607,221645,182585,17944,359853,420603,79165,57475
2022-04-19,675939,221003,189702,15067,362930,412656,76939,58514
2022-04-26,688449,222993,200792,15107,368280,414387,82069,58163
2022-05-03,694926,208449,214827,14988,383222,407808,88267,57303
2022-05-10,705046,228230,211701,15852,376043,419069,84921,58424
2022-05-17,706712,230770,210431,18374,372113,423630,85455,54277
2022-05-24,708938,237072,198142,17629,366345,438945,87892,54222
2022-05-31,706317,236553,184281,17192,365434,450620,87138,54224
2022-06-07,730667,230248,179705,43813,365628,453817,90978,53332
2022-06-14,668164,206986,213004,15196,361159,389654,84823,50310
2022-06-21,671718,195554,211159,17261,373695,391877,85208,51421
2022-06-28,671472,189414,200010,18121,380084,399896,83853,53445
2022-07-05,673772,197138,213990,16455,377654,386290,82525,57037
2022-07-12,682031,197240,222484,16358,385039,379279,83394,63910
2022-07-19,694106,195875,238620,17564,397991,380561,82676,57361
2022-07-26,694099,198041,239625,19989,393062,374406,83007,60079
2022-08-02,683883,191692,230503,17884,391841,376321,82466,59175
2022-08-09,692398,200088,234624,18823,394543,380141,78944,58810
2022-08-16,698570,199226,242010,19297,400458,379542,79589,57721
2022-08-23,717921,210825,254934,17992,406701,382394,82403,62601
2022-08-30,720081,202258,249934,25268,411684,382824,80871,62055
2022-09-06,721678,205277,241626,23448,409460,389850,83493,66754
2022-09-13,742244,207778,219615,35296,410364,421787,88806,65546
2022-09-20,657952,206564,173115,20951,354891,407201,75546,56685
2022-09-27,654142,208736,174939,18485,348374,406814,78547,53904
2022-10-04,640458,199391,155709,18075,348817,405665,74175,61009
2022-10-11,639348,196136,158637,17465,349091,409252,76656,53994
2022-10-18,640469,202703,154553,14505,347078,417655,76183,53756
2022-10-25,666719,226734,151825,17146,346949,440781,75890,56967
2022-11-01,671729,239770,133980,15533,339364,468183,77062,54033
2022-11-08,667902,232317,124718,18228,339218,470981,78139,53975
2022-11-15,682575,239369,126703,13671,343388,494961,86147,47240
2022-11-22,680873,239598,116486,12681,345848,503792,82746,47914
2022-11-29,695776,241122,118875,15882,356905,511490,81867,49529
2022-12-06,711537,245063,120180,18255,363169,523174,85050,49928
2022-12-13,772800,236415,111700,28262,414090,571467,94033,61371
2022-12-20,725968,249149,106877,12941,379011,565025,84867,41125
2022-12-27,728387,251887,105725,13598,379076,565896,83826,43168
2023-01-03,712030,222543,92628,14417,389861,563942,85209,41043
2023-01-10,746163,238623,103641,15490,400775,582985,91275,44047
2023-01-17,753915,228279,101295,14650,416510,595584,94476,42386
2023-01-24,777569,237743,103394,13780,429253,615703,96793,44692
2023-01-31,796738,246755,96246,13556,440756,644345,95671,42591
2023-02-07,781287,238338,73300,14054,438393,650139,90502,43794
2023-02-14,788633,236574,72668,14096,444388,656178,93575,45691
2023-02-21,789898,236414,71346,17122,444658,658476,91704,42954
2023-02-28,803963,240766,78567,18401,451634,663537,93162,43458
2023-03-07,821057,233880,85432,31753,458256,660884,97168,42988
2023-03-14,745403,222313,82357,16294,418829,605698,87967,41054
2023-03-21,737437,215825,70983,16122,417802,608973,87688,41359
2023-03-28,732506,222918,77893,13319,410545,601793,85724,39501
2023-04-04,747095,225416,82023,15007,415104,609891,91568,40174
2023-04-11,759439,244180,80842,14446,411456,623521,89357,40630
2023-04-18,766374,242369,78008,15983,417586,630871,90436,41512
2023-04-25,772882,243516,74116,15747,418842,643279,94777,39740
2023-05-02,779458,246832,73343,20000,418940,640643,93686,45472
2023-05-09,794721,260335,80913,19461,418410,652670,96515,41677
2023-05-16,789930,258736,71647,21599,416383,654716,93212,41968
2023-05-23,781123,250070,76334,20905,418071,642266,92077,41618
2023-05-30,775142,241817,76092,23617,415872,629887,93836,45546
2023-06-06,781967,236060,77639,30609,419532,623448,95766,50271
2023-06-13,818294,226138,74316,31111,456529,653600,104516,59267
2023-06-20,732979,229399,84750,12108,398646,591369,92826,44752
2023-06-27,732123,223977,78949,11391,403130,596390,93625,45393
2023-07-03,725927,221272,78435,12478,401256,590715,90921,44299
2023-07-11,736056,224351,84189,12477,403460,595922,95768,43468
2023-07-18,783132,264514,85682,15240,406328,635671,97050,46539
2023-07-25,772408,250647,73417,21590,402626,636895,97545,40506
2023-08-01,755156,240074,68012,16696,404493,626064,93893,44384
2023-08-08,760968,228048,78237,14805,425875,621325,92240,46601
2023-08-15,760233,232466,72603,15930,420942,626226,90895,45474
2023-08-22,750486,239391,80631,12757,410413,610812,87925,46286
2023-08-29,748127,230542,83863,17510,411996,600147,88079,46607
2023-09-05,754263,235732,99501,22043,406485,582339,90003,50380
2023-09-12,743759,212376,99296,25632,412967,562948,92784,55883
2023-09-19,695343,207424,105443,17342,388465,517207,82112,55351
2023-09-26,699271,211516,113117,18558,387030,511437,82167,56159
2023-10-03,702433,211783,132840,19745,388473,493225,82432,56623
2023-10-10,687382,207522,131990,14226,383243,481536,82391,59630
2023-10-17,695676,214313,131903,11781,391704,493327,77878,58665
2023-10-24,702668,215569,130316,10431,396435,504431,80233,57490
2023-10-31,694962,210834,125445,11447,393348,502379,79333,55691
2023-11-07,697624,212483,123427,12511,390336,507851,82294,53835
2023-11-14,702463,221190,112283,15794,381765,522752,83714,51634
2023-11-21,712364,231095,101441,16964,380815,546633,83490,47326
2023-11-28,727138,233454,90289,22287,388784,565099,82613,49463
2023-12-05,756615,235684,83324,30452,404550,593479,85929,49360
2023-12-12,792149,231837,84510,26853,433209,615566,100250,65220
2023-12-19,700244,208078,93486,11082,399732,545354,81352,50322
2023-12-26,705627,211195,93804,11264,400897,552083,82271,48476
2024-01-02,718885,211912,92436,11611,411907,569293,83455,45545
2024-01-09,714079,208473,89596,13439,409738,566625,82429,44419
2024-01-16,733091,204294,100202,14105,433577,570090,81115,48694
2024-01-23,725423,195190,106866,15284,434578,551975,80371,51298
2024-01-30,727210,200360,111589,15950,432311,548317,78589,51354
2024-02-06,731991,202450,140297,16897,434993,521879,77651,52918
2024-02-13,740105,210848,158010,14994,437266,509530,76997,57571
2024-02-20,722299,213194,145178,14965,416183,505634,77957,56522
2024-02-27,715545,205234,142380,18860,411117,501018,80334,53287
2024-03-05,707108,200025,133714,20780,404771,501537,81532,51077
2024-03-12,717720,193998,119591,37335,402081,506685,84306,54109
2024-03-19,656182,182382,134040,9145,388839,462969,75816,50028
2024-03-26,657300,180193,148999,11329,389331,443503,76447,53469
2024-04-02,682768,188258,171464,8463,412480,445912,73567,56929
2024-04-09,643496,175419,142696,9914,383114,435146,75049,55740
2024-04-16,658865,178912,166688,10180,395979,424633,73794,57364
2024-04-23,665771,167296,177285,12296,413769,419034,72410,57156
2024-04-30,652297,167185,173962,12914,399163,409900,73035,55521
2024-05-07,654804,170594,166004,15209,393845,416124,75156,57467
2024-05-14,656802,178398,161243,14120,387812,426094,76472,55345
2024-05-21,653081,182574,141099,14085,378118,447571,78304,50326
2024-05-28,664864,184656,127084,20135,380224,464876,79849,52769
2024-06-04,671736,188957,121087,19647,383423,482209,79709,48793
2024-06-11,712894,187697,144053,22221,409006,481351,93970,65269
2024-06-18,650388,171464,163513,20827,386112,413976,71985,52072
2024-06-25,650087,167370,175801,20488,390837,400604,71392,53194
2024-07-02,636895,164369,173888,22390,376888,389609,73248,51008
2024-07-09,637266,165829,162206,20917,375248,402487,75272,51656
2024-07-16,649251,179937,155188,19816,375217,424766,74281,49481
2024-07-23,672022,188929,153023,22611,387742,447615,72740,48773
2024-07-30,667299,183006,165207,25412,386079,426892,72802,49788
2024-08-06,671104,185799,152219,24119,386568,444428,74618,50338
2024-08-13,667350,182212,155229,25155,382394,436421,77589,50545
2024-08-20,692017,194350,138333,28202,386948,476172,82517,49310
2024-08-27,726519,218381,125543,31163,388226,523748,88749,46065
2024-09-03,740311,215969,115951,36081,402899,544447,85362,43832
2024-09-10,741888,192821,111388,45430,411082,534889,92555,50181
2024-09-17,678001,182281,112635,22870,386396,500798,86454,41698
2024-09-24,679514,187795,116097,24830,379577,492405,87312,46182
2024-10-01,674734,178273,122946,27530,381281,474983,87650,49275
2024-10-08,669131,173866,134768,26128,384954,459849,84183,48386
2024-10-15,658481,169319,152169,24212,382899,431874,82051,50226
2024-10-22,650759,153159,181683,26368,391222,391230,80010,51478
2024-10-29,661675,159313,209617,26911,401671,370223,73780,54924
2024-11-05,645597,159900,181553,28104,381704,381087,75889,54853
2024-11-12,637105,160003,167440,31865,366805,385079,78432,52721
2024-11-19,658774,154305,196862,29002,399002,377955,76465,54955
2024-11-26,665553,156334,212343,29140,401183,368756,78896,55314
2024-12-03,675059,167693,225182,28677,401120,366644,77569,54556
2024-12-10,727276,157375,232948,33227,452311,397595,84363,63506
2024-12-17,584000,152671,218566,18486,340837,292748,72006,54200
2024-12-24,597583,159471,227978,20998,346341,291227,70773,57380
2024-12-31,609159,168806,238370,22206,344668,293607,73479,54976
2025-01-07,603187,166503,230627,24662,335373,290369,76649,57529
2025-01-14,604225,162760,223157,27758,341025,292688,72682,60622
2025-01-21,609492,167665,230151,27548,338719,294424,75560,57369
2025-01-28,618908,153660,220264,34436,354830,313235,75982,50973
2025-02-04,616623,162554,221168,31378,348354,311883,74337,52194
2025-02-11,622873,165594,230019,28522,352514,312540,76243,51792
2025-02-18,638024,170320,221740,30768,361239,335044,75697,50472
2025-02-25,658684,182699,208124,34874,362477,363117,78634,52569
2025-03-04,683819,185223,195329,38345,376930,396189,83321,53956
2025-03-11,729760,188647,175557,46442,394505,442352,100166,65409
2025-03-18,652620,188952,129527,21728,359417,451777,82523,49588
2025-03-25,672875,189796,124271,25583,375753,476069,81743,46952
2025-04-01,670827,183247,131412,28029,379419,462291,80132,49095
2025-04-08,697776,190296,130316,24954,401858,492274,80668,50232
2025-04-15,708122,197103,127823,23152,394996,512911,92871,44236
2025-04-22,719232,196205,131177,25417,401257,519198,96353,43440
2025-04-29,730212,196388,120591,34702,401746,533257,97376,41662
2025-05-06,737013,194192,118473,40246,405535,536874,97040,41420
2025-05-13,750906,209549,124775,40168,406660,540942,94529,45021
2025-05-20,759249,206042,131589,35679,423456,550286,94072,41695
2025-05-27,760471,204326,124852,32901,427966,559867,95278,42851
2025-06-03,781284,202786,120022,40196,437677,575962,100625,45104
2025-06-10,810517,208754,115729,50117,449157,600413,102489,44258
2025-06-17,755861,220811,119258,22506,414729,575750,97815,38347
2025-06-24,762607,223791,112656,26583,417363,581664,94870,41704
2025-07-01,779031,224979,117442,27179,430913,591577,95960,42833
2025-07-08,805847,241125,120529,25402,439953,617376,99367,42540
2025-07-15,820440,242096,113875,29211,451525,635740,97608,41614
2025-07-22,843447,248380,122865,29751,469100,646813,96216,44018
2025-07-29,828577,248841,125482,29265,452550,628328,97921,45502
2025-08-05,818360,247357,131398,25219,453569,617114,92215,44629
2025-08-12,824972,246299,130868,24543,458037,625100,96093,44461
2025-08-19,825219,252719,133974,26061,452297,618728,94142,46456
2025-08-26,842215,258386,135347,27570,461163,634369,95096,44929
2025-09-02,845820,255660,136068,39101,455696,626965,95363,43686
2025-09-09,878104,258049,132372,50777,468861,648508,100417,46447
2025-09-16,855448,253261,135502,17086,490481,657861,94620,44999
2025-09-23,859215,252472,138127,16213,495459,661236,95071,43639
2025-09-30,845775,252530,135161,14867,484109,651245,94269,44502
2025-10-07,855286,255907,137542,16040,488102,655936,95237,45768
2025-10-14,841079,243010,134685,21784,484101,633231,92184,51379
2025-10-21,835887,244507,132755,19651,479961,636194,91768,47287
2025-10-28,843717,250400,143067,18586,482554,634150,92177,47914
2025-11-04,835176,252542,160747,18440,476902,603514,87292,52475
2025-11-10,831275,235920,162331,23125,482858,594231,89372,51588
2025-11-18,827015,243961,144954,20292,473016,613166,89746,48603
2025-11-25,830589,244392,150321,21516,474204,611180,90477,47572
2025-12-02,851184,249672,141219,26841,482328,638080,92343,45044
2025-12-09,942794,268118,129330,39355,536662,726259,98659,47850
2025-12-16,986986,277002,132099,17480,451583,647640,240921,189767
2025-12-23,866951,293179,133288,18045,463484,672962,92243,42656
2025-12-30,869169,294738,137273,17460,464299,675925,92672,38511
2026-01-06,881815,298253,135441,19994,469661,685480,93907,40900
2026-01-13,883672,283592,150936,20905,487595,667362,91580,44469
2026-01-20,880948,275235,163540,24606,488166,643762,92941,49040
2026-01-27,919284,290336,158202,35100,499732,681336,94116,44646
2026-02-03,910464,302301,138940,31071,483911,702452,93181,38001
2026-02-10,926273,318704,138399,28591,484603,720382,94375,38901
2026-02-17,916813,311549,137069,21372,487219,714896,96673,43476
2026-02-24,911287,294873,138017,25034,498044,708947,93336,39289
2026-03-03,913289,294586,158088,41064,485713,670306,91926,43831
2026-03-10,969374,265686,160542,59178,550287,695706,94223,53948
2026-03-17,755789,212886,191754,22051,435130,493563,85722,48421
2026-03-24,764691,200025,190746,35576,444118,490876,84972,47493
2026-03-31,774237,200168,199661,28443,462337,499328,83289,46805
2026-04-07,775043,200946,208487,24313,464746,497896,85038,44347
2026-04-14,788828,214639,188621,24097,465245,527777,84847,48333
2026-04-21,790622,217407,176083,26567,459844,543507,86804,44465
2026-04-28,801430,217091,181379,28066,469715,544852,86558,47133
2026-05-05,815942,217474,185272,29426,480886,554265,88156,46979
2026-05-12,829377,224002,183802,32115,485382,564436,87878,49024
2026-05-19,826019,233251,199738,35233,471453,537988,86082,53060
2026-05-26,824224,223055,193629,42470,469886,535410,88813,52715
2026-06-02,842424,235442,186576,40759,479684,549080,86539,66009
2026-06-09,871507,219564,205632,50185,511359,549444,90399,66246
2026-06-16,894671,228005,193652,23100,429479,491368,214087,186551
2026-06-23,785477,247332,217174,24971,431837,489020,81337,54312
2026-06-30,790076,235658,234559,25477,448473,473152,80468,56888
2026-07-07,794833,223430,239657,27201,460669,470693,83533,57282
2026-07-14,799495,230307,242912,28745,457594,470984,82849,56854
2026-07-21,800061,220465,261803,31078,468045,450070,80473,57110
2026-07-28,819806,204975,277422,35608,500674,448960,78549,57816
2026-08-04,799909,201847,259938,41440,475669,444207,80953,54324
2026-08-11,801884,197186,257196,41804,480008,450805,82886,52079
2026-08-18,804940,196241,255329,35929,486327,462272,86443,51410
2026-08-25,818524,198919,235271,39356,493442,493002,86807,50895
2026-09-01,865412,203477,228402,42345,533920,542647,85670,52018
2026-09-08,942464,198509,241125,58012,593162,586432,92781,56895
