report_date,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
2003-12-22,118490,38595,4887,16,31053,85352,48826,28235
2003-12-30,119095,38530,4974,16,33190,85465,47359,28640
2004-01-06,126442,36578,6668,101,37420,86242,52343,33431
2004-01-13,130510,35894,8957,245,40431,90936,53940,30372
2004-01-20,129548,35293,7050,682,44234,88583,49339,33233
2004-01-27,129170,36682,3384,1084,42527,92411,48877,32291
2004-02-03,124312,31305,10859,448,47942,84663,44617,28342
2004-02-10,128407,33820,7578,284,45495,90863,48808,29682
2004-02-17,145315,35758,7349,336,54490,102550,54731,35080
2004-02-24,133504,31780,5413,589,54642,94386,46493,33116
2004-03-02,135662,24451,7423,776,62136,94594,48299,32869
2004-03-09,142361,24065,10000,619,71601,97855,46076,33887
2004-03-16,87390,17522,9068,86,28626,48552,41156,29684
2004-03-23,95616,18389,8096,144,36503,58796,40580,28580
2004-03-30,100890,17155,10981,135,43769,57032,39831,32742
2004-04-06,107414,18589,12572,102,46112,57921,42611,36819
2004-04-12,109077,18074,12331,102,49513,62828,41388,33816
2004-04-20,114818,22037,12238,115,51488,65820,41178,36645
2004-04-27,119710,19136,13566,430,58644,68137,41500,37577
2004-05-04,124170,19501,12502,285,62692,72433,41692,38950
2004-05-11,127408,23484,11006,111,60552,79472,43261,36819
2004-05-18,145574,22806,9384,41,78479,97371,44248,38778
2004-05-25,148621,26589,7875,39,76254,100069,45739,40638
2004-06-01,159590,30690,8496,574,73410,114256,54916,36264
2004-06-08,159172,33175,9701,448,76675,120564,48874,28459
2004-06-15,85653,23114,6526,197,21216,53066,41126,25864
2004-06-22,92563,21435,9356,197,31374,58131,39557,24879
2004-06-29,106582,22478,8723,667,43577,71109,39860,26083
2004-07-06,125199,27466,8429,49,49622,87848,48062,28873
2004-07-13,147585,39391,8379,466,58143,108543,49585,30197
2004-07-20,145213,43666,7565,254,50330,106280,50963,31114
2004-07-27,137974,25479,8552,219,64008,97792,48268,31411
2004-08-03,156968,22799,10557,229,87698,115517,46242,30665
2004-08-10,154249,24370,7513,385,84712,116842,44782,29509
2004-08-17,154281,30307,4608,102,74620,123949,49252,25622
2004-08-24,164966,28134,3518,146,76606,131663,60080,29639
2004-08-31,171325,29212,8385,481,81711,130509,59921,31950
2004-09-07,168870,27671,9639,353,81065,125572,59781,33306
2004-09-14,90696,30651,4793,155,17920,58386,41970,27362
2004-09-21,91424,32698,7251,66,16077,55318,42583,28789
2004-09-28,107544,36015,3681,69,27731,74935,43729,28859
2004-10-05,132300,50305,5494,275,33621,99613,48099,26918
2004-10-12,132397,44461,6366,65,35406,98103,52465,27863
2004-10-19,130386,43487,6975,115,32689,89593,54095,33703
2004-10-26,150482,50767,5236,166,39054,109011,60495,36069
2004-11-02,158411,60468,7003,163,35031,117092,62749,34153
2004-11-09,185582,68576,11047,441,52277,134586,64288,39508
2004-11-16,203471,66875,12847,756,63861,139153,71979,50715
2004-11-23,233859,66849,34588,782,81674,148495,84554,49994
2004-11-30,233254,61453,36968,1346,82034,140039,88421,54901
2004-12-07,223808,57209,33095,1379,83513,136066,81707,53268
2004-12-14,136413,36764,51306,537,46052,41269,53060,43301
2004-12-21,147150,39467,51631,997,48636,46674,58050,47848
2004-12-28,147687,44526,27712,1347,42625,65999,59189,52629
2005-01-04,141191,35806,24735,1315,37380,63543,66690,51598
2005-01-11,143785,33414,17233,570,38897,68858,70904,57124
2005-01-18,131661,28380,18467,889,44413,62300,57979,50005
2005-01-25,131203,25401,24633,574,56009,61407,49219,44589
2005-02-01,129210,25980,24055,530,57821,64246,44879,40379
2005-02-08,152377,26185,26816,708,63001,70153,62483,54700
2005-02-15,148131,28112,28357,818,68660,71807,50541,47149
2005-02-22,164961,29004,24980,1616,70354,79321,63987,59044
2005-03-01,169942,46880,13462,1179,60219,108439,61664,46862
2005-03-08,169161,37116,14526,550,70109,108157,61386,45928
2005-03-15,122371,42647,12735,227,26959,68607,52538,40802
2005-03-22,115071,36967,9768,183,27075,63385,50846,41735
2005-03-29,116888,30250,12497,218,39394,63903,47026,40270
2005-04-05,126079,26469,19571,192,53567,60949,45851,45367
2005-04-12,131025,30092,24332,522,58423,68977,41988,37194
2005-04-19,118581,23613,18592,357,54810,65542,39801,34090
2005-04-26,133030,23524,19305,1194,63574,69751,44738,42780
2005-05-03,138018,26070,21195,563,65969,73021,45416,43239
2005-05-10,148731,27335,28879,750,73185,70847,47461,48255
2005-05-17,156860,22232,35720,1058,88051,69952,45519,50130
2005-05-24,162145,24631,39952,1274,92321,68523,43919,52396
2005-05-31,190494,24211,42521,1043,103595,83901,61645,63029
2005-06-07,193707,22939,40710,629,125244,105308,44895,47060
2005-06-14,140233,26335,46000,1613,65262,42453,47023,50167
2005-06-21,142566,26061,47343,1652,69289,44387,45564,49184
2005-06-28,139172,31816,46057,1572,62859,46580,42925,44963
2005-07-05,148960,23019,47891,1693,73540,46146,50708,53230
2005-07-12,140286,24267,32115,485,72930,59128,42604,48558
2005-07-19,143052,23055,34925,293,74964,60278,44740,47556
2005-07-26,144785,24520,32816,651,71960,64853,47654,46465
2005-08-02,143594,24408,24599,626,72783,74601,45777,43768
2005-08-09,145759,28507,24276,1148,70541,74659,45563,45676
2005-08-16,148418,27289,26705,911,73571,77537,46647,43265
2005-08-23,145089,24238,30004,1018,77787,73001,42046,41066
2005-08-30,153731,26465,30084,1169,90759,88098,35338,34380
2005-09-06,161018,38768,15250,1007,80291,109602,40952,35159
2005-09-13,162743,29321,21736,1594,88697,101633,43131,37780
2005-09-20,118666,29052,30480,832,52941,47456,35841,39898
2005-09-27,135698,32927,34530,1192,64263,56575,37316,43401
2005-10-04,143338,34646,36544,812,68778,56196,39102,49786
2005-10-11,130998,30103,25311,1245,61280,58641,38370,45801
2005-10-18,144421,25238,24383,763,73072,68315,45348,50960
2005-10-25,151243,20794,23352,1672,77812,70441,50965,55778
2005-11-01,144306,26432,19434,918,73569,75190,43387,48764
2005-11-08,159878,29558,36185,1375,81207,68774,47738,53544
2005-11-15,175265,31487,44709,2096,94478,73806,47204,54654
2005-11-22,185618,35452,46579,3216,97074,80164,49876,55659
2005-11-29,182131,30467,48599,3052,101892,83991,46720,46489
2005-12-06,179353,28784,51356,3376,103103,79708,44090,44913
2005-12-13,192392,28088,29151,2760,117671,114350,43873,46131
2005-12-20,123445,24852,20348,2443,50514,58508,45636,42146
2005-12-27,112370,25937,21359,2384,44261,50356,39788,38271
2006-01-03,119238,36013,24782,2420,36844,48533,43961,43503
2006-01-10,127386,42096,20135,2455,34870,63074,47965,41722
2006-01-17,129565,41207,19996,2730,36151,69669,49477,37170
2006-01-24,144608,56834,19370,3315,33491,89341,50968,32582
2006-01-31,147953,58564,22182,2382,36469,89459,50538,33930
2006-02-07,140121,45622,26657,1662,44620,75293,48217,36509
2006-02-14,140958,43279,31323,1688,50461,69907,45530,38040
2006-02-21,151300,42097,32012,1734,58946,75683,48523,41871
2006-02-28,159681,50882,32480,1482,56481,82130,50836,43589
2006-03-07,177395,49877,35999,2590,75783,98478,49145,40328
2006-03-14,134870,55058,27074,1435,35565,69607,42812,36754
2006-03-21,141536,58377,16925,485,33700,88412,48974,35714
2006-03-28,140715,56336,15525,810,35558,93460,48011,30920
2006-04-04,161921,67859,15467,655,43679,113080,49728,32719
2006-04-11,159310,58717,17087,2012,46263,110321,52318,29890
2006-04-18,165741,70019,14677,1320,38561,118525,55841,31219
2006-04-25,177240,79841,14316,713,38061,130344,58625,31867
2006-05-02,187074,90615,16141,1346,39152,138150,55961,31437
2006-05-09,198501,87975,15064,1780,43091,142504,65655,39153
2006-05-16,195254,87436,14060,1831,45579,143424,60408,35939
2006-05-23,197806,87361,15285,2317,50079,146064,58049,34140
2006-05-30,195502,96864,16980,1246,39005,138891,58387,38385
2006-06-06,209552,102560,14364,1179,40541,154767,65272,39242
2006-06-13,202394,72732,10886,1373,64770,152800,63519,37335
2006-06-20,132604,66017,13527,381,17807,94376,48399,24320
2006-06-27,148166,77942,13272,396,18274,106720,51554,27778
2006-07-03,162104,87088,18543,518,21368,114031,53130,29012
2006-07-11,168069,92291,14396,277,19781,128562,55720,24834
2006-07-18,152795,67816,16122,449,29176,101106,55354,35118
2006-07-25,146454,66687,16386,687,30207,100022,48873,29359
2006-08-01,157856,85072,11643,645,20935,118798,51204,26770
2006-08-08,177763,101133,9025,537,22548,144363,53545,23838
2006-08-15,178761,99050,8846,686,25418,143147,53607,26082
2006-08-22,175943,89994,8524,799,27222,139078,57928,27542
2006-08-29,170168,88423,8786,1654,25123,129589,54968,30139
2006-09-05,171026,86223,11207,2763,25562,129665,56478,27391
2006-09-12,168483,79626,12909,2040,34073,118677,52744,34857
2006-09-19,131398,69197,18083,1221,15429,79941,45551,32153
2006-09-26,136955,67422,17480,818,19561,89145,49154,29512
2006-10-03,142202,76049,19832,1349,18656,90524,46148,30497
2006-10-10,150795,69105,32577,2814,27412,77236,51464,38168
2006-10-17,154610,69850,43258,2545,32824,67746,49391,41061
2006-10-24,158034,70934,43783,2884,38127,70020,46089,41347
2006-10-31,162230,84563,24515,3478,24644,102923,49545,31314
2006-11-07,178237,96738,27813,3344,25137,119259,53018,27821
2006-11-14,170609,81912,21437,3247,30625,114891,54825,31034
2006-11-21,178692,84717,19411,3160,35293,125408,55522,30713
2006-11-28,207573,107372,17778,5036,33719,142555,61446,42204
2006-12-05,223733,115201,16936,6365,34887,163201,67280,37231
2006-12-12,230245,112188,15505,5889,46473,175717,65695,33134
2006-12-19,194079,110993,19023,1521,19007,144006,62558,29529
2006-12-26,186755,100959,20989,1788,22399,138364,61609,25614
2007-01-03,189612,98245,20789,1148,26506,136076,63713,31599
2007-01-09,183293,93415,18243,1330,28061,132400,60487,31320
2007-01-16,164594,67482,13940,2033,31321,108505,63758,40116
2007-01-23,169518,77516,16506,1793,34954,115543,55255,35676
2007-01-30,174218,85505,22926,1525,34053,112355,53135,37412
2007-02-06,182666,74223,28893,1938,51936,117568,54569,34267
2007-02-13,187086,105371,21576,1668,26385,132507,53662,31335
2007-02-20,202370,117811,18485,2195,27304,150840,55060,30850
2007-02-27,221471,123508,20910,2738,33476,165096,61749,32727
2007-03-06,201319,107164,18485,2323,36846,152682,54986,27829
2007-03-13,216699,113009,16854,2314,44465,167858,56911,29673
2007-03-20,182591,106188,18232,621,18674,135405,57108,28333
2007-03-27,192918,116347,22606,654,19438,138232,56479,31426
2007-04-03,198368,118379,23301,660,18325,143338,61004,31069
2007-04-10,212087,126947,22553,866,22579,152751,61695,35917
2007-04-17,217447,129044,22274,741,22960,158914,64702,35518
2007-04-24,232312,137322,26040,852,26774,166155,67364,39265
2007-05-01,235249,135399,28711,1056,31403,166590,67391,38892
2007-05-08,223364,130342,25072,2072,30399,160424,60551,35796
2007-05-15,236773,146922,27384,2594,28486,170028,58771,36767
2007-05-22,218897,126860,31573,3132,35859,145736,53046,38456
2007-05-29,213871,124206,29887,2967,30545,146256,56153,34761
2007-06-05,214948,119341,34376,2729,33497,136957,59381,40886
2007-06-12,227892,93562,42924,2945,71199,140403,60186,41620
2007-06-19,183775,85173,38832,926,47546,113147,50130,30870
2007-06-26,183893,92876,25443,688,38856,125552,51473,32210
2007-07-03,195000,101643,25119,1330,29601,136922,62426,31629
2007-07-10,223674,129843,26947,1561,27319,157712,64951,37454
2007-07-17,221237,123364,24179,2055,31096,163661,64722,31342
2007-07-24,225781,126890,30475,2015,31658,162016,65218,31275
2007-07-31,214527,104189,25736,2002,49491,154719,58845,32070
2007-08-07,227532,111634,32605,2602,53782,161026,59514,31299
2007-08-14,218546,90832,26158,4081,71894,158307,51739,30000
2007-08-21,216026,74037,35574,5498,88533,147372,47958,27582
2007-08-28,221098,74495,31669,5085,98326,152882,43192,31462
2007-09-04,221662,78483,31838,3178,91240,155853,48761,30793
2007-09-11,235169,86476,28262,2429,93096,173688,53168,30790
2007-09-18,203437,123169,37120,1320,25057,136525,53891,28472
2007-09-25,209652,122295,38847,1808,29894,131573,55655,37424
2007-10-02,214561,132323,37883,1493,24276,137838,56469,37347
2007-10-09,204193,117894,30728,1745,26551,136226,58003,35494
2007-10-16,208345,116748,30144,1911,32931,141380,56755,34910
2007-10-23,195913,100683,31667,1710,39483,124130,54037,38406
2007-10-30,199482,100809,31961,1771,41037,128135,55865,37615
2007-11-06,217765,109002,32954,1777,48039,144656,58947,38378
2007-11-13,219866,98821,29392,1863,63973,149796,55209,38815
2007-11-20,227240,98548,28520,1433,70157,154389,57102,42898
2007-11-27,222881,91335,24779,1455,75599,155245,54492,41402
2007-12-04,236107,93659,24542,2827,85243,167434,54378,41304
2007-12-11,259477,91012,27638,7363,110298,186059,50804,38417
2007-12-18,150165,67396,36247,1328,33923,78738,47518,33852
2007-12-24,157379,68111,37470,1272,44647,87263,43349,31374
2007-12-31,166421,71697,35042,1248,48525,93036,44951,37095
2008-01-08,179512,85915,34013,1484,41398,108936,50715,35079
2008-01-15,177003,81812,36830,1301,42254,102175,51636,36697
2008-01-22,184289,65581,41836,1313,63634,99499,53761,41641
2008-01-29,187780,62078,39622,2407,77332,111456,45963,34295
2008-02-05,199494,60106,47542,2113,86513,109379,50762,40460
2008-02-12,207601,55016,44721,2025,103545,118882,47015,41973
2008-02-19,209143,60926,46196,1193,101376,120377,45648,41377
2008-02-26,217521,75598,43820,1847,88983,128844,51093,43010
2008-03-04,226280,73238,41228,2592,99752,141064,50698,41396
2008-03-11,245172,81646,52547,2245,118602,151616,42679,38764
2008-03-18,162474,78310,51789,2071,34582,65588,47511,43026
2008-03-25,163586,90956,48185,1636,28157,74502,42837,39263
2008-04-01,165921,80290,51218,2235,36173,68641,47223,43827
2008-04-08,174504,86826,57391,2153,41475,72091,44050,42869
2008-04-15,175248,77532,57439,2653,47123,70124,47940,45032
2008-04-22,178052,81612,62705,3100,41337,63449,52003,48798
2008-04-29,191308,48319,69634,2219,95786,71281,44984,48174
2008-05-06,204066,54383,66895,3628,100580,91173,45475,42370
2008-05-13,207346,55409,64908,3069,106832,98679,42036,40690
2008-05-20,212882,70240,63399,3481,94653,104525,44508,41477
2008-05-27,222241,64503,67893,3506,108565,110485,45667,40357
2008-06-03,230633,55845,70299,3469,128849,105376,42470,51489
2008-06-10,254812,57544,65084,11537,148879,135196,36852,42995
2008-06-17,132056,49514,58804,2623,32128,27941,47791,42688
2008-06-24,147275,57904,56472,2363,38893,49378,48115,39062
2008-07-01,179885,88162,60479,2257,40013,73450,49453,43699
2008-07-08,176211,81210,57203,2883,44165,69916,47953,46209
2008-07-15,183536,85052,62003,3365,45934,78687,49185,39481
2008-07-22,171505,70588,66517,3238,52550,58424,45129,43326
2008-07-29,149933,51585,67803,2528,54512,35374,41308,44228
2008-08-05,160311,55538,64985,2778,59169,45026,42826,47522
2008-08-12,146235,39822,59249,4152,54139,35030,48122,47804
2008-08-19,153468,39958,60322,3660,55286,33789,54564,55697
2008-08-26,154444,36026,69804,3328,72360,34980,42730,46332
2008-09-02,163458,37997,76620,3701,81688,38194,40072,44943
2008-09-09,182828,35890,72322,4300,98579,62462,44059,43744
2008-09-16,142148,35314,75968,4720,68208,23682,33906,37778
2008-09-23,152022,33266,64323,2058,79367,48721,37331,36920
2008-09-30,173238,27472,56404,5683,91067,58098,49016,53053
2008-10-07,179895,32058,50720,2994,92353,70752,52490,55429
2008-10-14,175810,24274,54374,2574,102280,65951,46682,52911
2008-10-21,184062,23536,54156,2736,94815,61489,62975,65681
2008-10-28,193760,25409,54461,3207,99852,67164,65292,68928
2008-11-04,169608,27825,49258,2913,87091,60936,51779,56501
2008-11-11,170226,25967,46588,2821,92836,63077,48602,57740
2008-11-18,165121,29073,46431,2553,86779,63127,46716,53010
2008-11-25,172366,27389,48867,2687,89976,70266,52314,50546
2008-12-02,173018,29631,49828,2383,93058,73945,47946,46862
2008-12-09,179318,29347,46015,4056,90454,82700,55461,46547
2008-12-16,119389,30798,37424,994,47746,50434,39851,30537
2008-12-22,118546,30977,34622,1399,49358,56185,36812,26340
2008-12-30,120499,32529,35733,1080,49384,56465,37506,27221
2009-01-06,123878,33733,36108,1107,47299,58793,41739,27870
2009-01-13,117502,26970,36318,1349,51117,51090,38066,28745
2009-01-20,131714,27780,35360,1140,61010,55952,41784,39262
2009-01-27,134554,32077,39566,1296,65248,61249,35933,32443
2009-02-03,145456,35350,44402,1073,70629,67183,38404,32798
2009-02-10,152419,33943,43937,1155,76264,69706,41057,37621
2009-02-17,157952,32809,48246,625,85908,70830,38610,38251
2009-02-24,166903,33201,43282,867,94813,87296,38022,35458
2009-03-03,183858,34175,53606,954,110616,91184,38113,38114
2009-03-10,180278,33930,44162,1919,104740,99415,39689,34782
2009-03-17,111077,33657,42696,548,37055,34864,39817,32969
2009-03-24,112887,32680,38138,592,37912,44237,41703,29920
2009-03-31,104404,31906,29641,674,31025,44789,40799,29300
2009-04-07,113508,31596,27724,444,40545,58703,40923,26637
2009-04-14,108304,32836,27261,482,38217,55083,36769,25478
2009-04-21,106679,29708,28111,634,41574,46109,34763,31825
2009-04-28,108592,30292,32365,256,43424,41730,34620,34241
2009-05-05,110768,35025,31657,478,39419,47642,35846,30991
2009-05-12,124499,41355,30940,888,40143,60005,42113,32666
2009-05-19,125472,41754,29504,561,43028,65540,40129,29867
2009-05-26,139357,47203,31619,660,44732,75899,46762,31179
2009-06-02,151004,48585,41792,857,55089,77093,46473,31262
2009-06-09,150683,49185,34161,2143,56630,89250,42725,25129
2009-06-16,106532,39854,27369,330,24479,48713,41869,30120
2009-06-23,118077,48252,30829,390,26865,53808,42570,33050
2009-06-30,114921,47701,30482,385,26203,51561,40632,32493
2009-07-07,124035,49042,38730,403,26172,52119,48418,32783
2009-07-14,116686,44406,30507,433,24948,54646,46899,31100
2009-07-21,143414,66273,31501,464,24786,79766,51891,31683
2009-07-28,136354,55671,35384,500,26861,65511,53322,34959
2009-08-04,138237,61443,34337,946,22984,72454,52864,30500
2009-08-11,130222,46396,29585,564,27364,63139,55898,36934
2009-08-18,127640,38823,33091,774,36807,58205,51236,35570
2009-08-25,128651,48251,30080,1118,30702,69127,48580,28326
2009-09-01,128047,42624,33607,1006,38126,63345,46291,30089
2009-09-08,149891,56543,38510,2788,38907,79614,51653,28979
2009-09-15,156349,74562,36790,339,22673,86212,58775,33008
2009-09-22,162551,76545,38545,373,30609,91187,55024,32446
2009-09-29,164913,77852,38086,430,32122,94246,54509,32151
2009-10-06,170878,86229,35184,356,30059,105599,54234,29739
2009-10-13,166326,79762,36395,377,30875,96922,55312,32632
2009-10-20,170291,77829,41796,452,38176,94579,53834,33464
2009-10-27,164798,67843,34974,814,40621,97333,55520,31677
2009-11-03,161257,64023,41832,874,44743,86446,51617,32105
2009-11-09,164192,67904,42731,711,43340,87461,52237,33289
2009-11-17,172325,64268,52312,385,52687,83939,54985,35689
2009-11-24,173834,70841,52374,502,53323,89903,49168,31055
2009-12-01,175155,71123,48972,635,49443,94717,53954,30831
2009-12-08,179294,52035,52546,6028,76017,92315,45214,28405
2009-12-15,132017,42987,59435,671,39669,40728,48690,31183
2009-12-22,134600,40925,55252,462,45292,46838,47921,32048
2009-12-29,144152,34132,67929,899,66911,41361,42210,33963
2010-01-05,156155,37229,73017,868,75603,46052,42455,36218
2010-01-12,161287,36186,54103,1833,77041,65306,46227,40045
2010-01-19,164501,34186,59468,1772,80493,59772,48050,43489
2010-01-26,184978,33106,72645,652,107572,66224,43648,45457
2010-02-02,186878,31207,74948,680,110320,63773,44671,47477
2010-02-09,197457,34867,92019,698,120004,56636,41888,48104
2010-02-16,196042,34459,93881,796,119236,55730,41551,45635
2010-02-23,208474,32728,104351,1723,135199,56953,38824,45447
2010-03-02,218803,35894,102664,1725,135287,66049,45897,48365
2010-03-09,243524,32589,107140,2236,169613,88988,39086,45160
2010-03-16,163822,41800,88141,1431,82124,32720,38467,41530
2010-03-23,195287,39953,114870,1314,113860,31884,40160,47219
2010-03-30,223554,35205,120531,1736,147689,49896,38924,51391
2010-04-06,208883,39036,106259,1087,129186,52156,39574,49381
2010-04-13,203199,37157,92621,1284,124881,58998,39877,50296
2010-04-20,208291,33614,105038,2335,130859,54711,41483,46207
2010-04-27,238298,34462,123475,4296,155391,58045,44149,52482
2010-05-04,261076,36675,140077,2898,175841,62928,45662,55173
2010-05-11,287589,39584,153474,2753,197808,73314,47444,58048
2010-05-18,300526,54411,161554,2724,195262,76108,48129,60140
2010-05-25,281966,45630,152366,2113,190207,72954,44016,54533
2010-06-01,275266,45006,138331,3249,176197,79109,50814,54577
2010-06-08,305060,45938,157883,9895,198558,87172,50669,50110
2010-06-15,227632,49526,111886,1855,133605,58614,42646,55277
2010-06-22,224050,41013,111987,764,139417,58197,42856,53102
2010-06-29,225752,43357,117027,961,140113,56627,41321,51137
2010-07-06,228333,56316,95225,1612,122675,80214,47730,51282
2010-07-13,225703,56187,83237,963,123535,88641,45018,52862
2010-07-20,230118,55008,79259,1990,130879,97825,42241,51044
2010-07-27,232193,56622,77961,1791,130508,101249,43272,51192
2010-08-03,236101,60410,67707,2116,127496,116469,46079,49809
2010-08-10,234276,55797,59528,1314,132681,127762,44484,45672
2010-08-17,250090,61324,75951,1251,137257,124115,50258,48773
2010-08-24,245448,54591,76194,1198,142830,118301,46829,49755
2010-08-31,241133,51099,76668,2181,143877,112447,43976,49837
2010-09-07,257788,53156,76855,2553,148315,118728,53764,59652
2010-09-14,170651,54543,64187,1022,67986,58316,47100,47126
2010-09-21,167463,52300,47203,2605,63931,70956,48627,46699
2010-09-28,190039,70638,35308,925,64109,106549,54367,47257
2010-10-05,197406,72979,24736,2085,66364,122353,55978,48232
2010-10-12,197836,68718,27207,2883,73180,122239,53055,45507
2010-10-19,219761,74855,28107,2304,80283,143118,62319,46232
2010-10-26,209103,70109,29604,2855,79733,130949,56406,45695
2010-11-02,206972,70185,31575,3179,74771,125394,58837,46824
2010-11-09,204528,61477,38194,5508,80065,117860,57478,42966
2010-11-16,195598,54708,46102,4768,82056,99611,54066,45117
2010-11-23,187189,43670,51963,5108,90172,91128,48239,38990
2010-11-30,203930,47264,54512,3853,96865,94867,55948,50698
2010-12-07,198099,32322,47612,3554,115122,92641,47101,54292
2010-12-14,146781,35689,45993,246,63095,50387,47751,50155
2010-12-21,156136,38604,52697,671,68741,54908,48120,47860
2010-12-28,162312,33833,60312,852,80025,52498,47602,48650
2011-01-04,163239,37102,61303,1185,77703,52848,47249,47903
2011-01-11,202004,42359,87541,1317,108835,58443,49493,54703
2011-01-18,188933,67309,63200,1634,65807,71021,54183,53078
2011-01-25,199706,73488,50587,1097,62983,91071,62138,56951
2011-02-01,211730,80381,40447,2464,65404,111805,63481,57014
2011-02-08,203541,73502,38768,3521,65994,113877,60524,47375
2011-02-15,193304,63395,30931,3356,69268,111581,57285,47436
2011-02-22,207869,77454,31856,3730,68789,122623,57896,49660
2011-03-01,217066,83104,31796,4271,66564,129694,63127,51305
2011-03-08,263702,98171,35877,10602,93190,167583,61739,49640
2011-03-15,190848,86506,40190,1945,44477,108111,57920,40602
2011-03-22,194709,81574,33221,2035,53020,113015,58080,46438
2011-03-29,218177,93031,36401,2150,62196,134511,60800,45115
2011-04-05,236270,99405,39548,1499,70097,146642,65269,48581
2011-04-12,243203,105425,40440,1700,69054,151768,67024,49295
2011-04-19,244006,102686,40491,1889,74976,155704,64455,45922
2011-04-26,249000,105683,37404,2237,72619,161952,68461,47407
2011-05-03,264337,128460,28944,2867,62075,186930,70935,45596
2011-05-10,242927,98054,36607,1214,83295,163027,60364,42079
2011-05-17,250533,89941,48296,1133,105953,157756,53506,43348
2011-05-24,258663,75182,56053,896,134068,156886,48517,44828
2011-05-31,270101,80494,58524,1719,136097,164386,51791,45472
2011-06-07,296126,96555,44719,1155,133843,193019,64573,57233
2011-06-14,190373,84580,34686,522,48746,113295,56525,41870
2011-06-21,189190,72153,42382,592,62478,103169,53967,43047
2011-06-28,183206,68800,35813,753,57791,101137,55862,45503
2011-07-05,194329,81860,38666,953,54485,111116,57031,43594
2011-07-12,185541,61392,48976,657,70726,86428,52766,49480
2011-07-19,180314,58580,49334,1022,77199,83685,43513,46273
2011-07-26,183690,60177,43139,1077,71503,97247,50933,42227
2011-08-02,190722,58313,56550,1066,85149,91248,46194,41858
2011-08-09,183571,49029,57302,2107,86027,81060,46408,43102
2011-08-16,168931,47094,40368,1643,75036,82944,45158,43976
2011-08-23,174714,47711,45172,882,78732,84822,47389,43838
2011-08-30,179162,43894,44278,2180,81983,85137,51105,47567
2011-09-06,209515,33167,69610,2421,128794,83050,45133,54434
2011-09-13,264500,25704,80163,1828,194836,115819,42132,66690
2011-09-20,201556,19920,99380,1282,147760,44819,32594,56075
2011-09-27,215172,19705,102178,1040,159618,51938,34809,60016
2011-10-04,220839,18104,100801,794,169387,60185,32554,59059
2011-10-11,223167,17040,90835,680,170021,69466,35426,62186
2011-10-18,230483,20977,98697,821,178450,70717,30235,60248
2011-10-25,235774,21323,97835,814,181494,76852,32143,60273
2011-11-01,231229,26311,86371,3586,167499,86554,33833,54718
2011-11-08,231445,27943,82200,2413,168347,88975,32742,57857
2011-11-15,244552,24048,100195,1545,187608,79137,31351,63675
2011-11-22,260064,25943,111011,3180,199707,81373,31234,64500
2011-11-29,277511,27620,131922,2305,218546,80704,29040,62580
2011-12-06,283309,34521,130335,3336,215981,92238,29471,57400
2011-12-13,327740,35507,151964,15081,244941,101015,32211,59680
2011-12-20,266597,49557,163254,977,188839,45720,27224,56646
2011-12-27,276022,45183,173062,986,204337,47710,25516,54264
2012-01-03,282790,40441,179350,932,212985,46916,28432,55592
2012-01-10,294263,29770,184965,1131,231765,50103,31597,58064
2012-01-17,300962,28396,188426,1361,238254,51069,32951,60106
2012-01-24,315350,31299,202646,1947,248435,50819,33669,59938
2012-01-31,305328,31906,189452,2355,239127,55202,31940,58319
2012-02-07,288657,32128,172721,2198,221948,56784,32383,56954
2012-02-14,291060,26774,175415,3391,228941,53808,31954,58446
2012-02-21,287525,29369,171528,3231,221151,51617,33774,61149
2012-02-28,271282,35728,145402,5488,194512,63056,35554,57336
2012-03-06,284739,39943,156416,6110,205574,63286,33112,58927
2012-03-13,311057,40325,139661,14877,212175,83411,43680,73108
2012-03-20,258535,50416,133370,1062,176529,63974,30528,60129
2012-03-27,239446,34033,123162,1194,168190,55639,36029,59451
2012-04-03,241006,39835,119315,1258,166622,62119,33291,58314
2012-04-10,274830,39253,140617,1180,204616,66567,29781,66466
2012-04-17,295844,40310,158435,1609,226108,70285,27817,65515
2012-04-24,287215,36289,149656,1483,219295,70017,30148,66059
2012-05-01,279605,34957,141947,2028,211742,68746,30878,66884
2012-05-08,321037,36022,180006,1448,252598,69712,30969,69871
2012-05-15,356674,38475,212344,1668,286563,66730,29968,75932
2012-05-22,376708,34714,230075,2598,308311,69614,31085,74421
2012-05-29,394160,40287,243702,2798,318223,71325,32852,76335
2012-06-05,401812,36651,251069,5152,328987,69903,31022,75688
2012-06-12,422131,39245,234432,34202,317031,82599,31653,70898
2012-06-19,311933,54449,195515,1994,224084,47855,31406,66569
2012-06-26,315785,36933,196813,1956,244942,47522,31954,69494
2012-07-03,302289,32236,178413,2194,235912,54541,31947,67141
2012-07-10,326374,36409,202114,2505,251888,49424,35572,72331
2012-07-17,323228,31821,199070,2384,254350,51144,34673,70630
2012-07-24,324443,39501,194567,3179,248645,56865,33118,69832
2012-07-31,311436,41327,180321,3314,234082,61370,32713,66431
2012-08-07,322243,46742,178453,2993,238441,74547,34067,66250
2012-08-14,321568,43152,180962,3058,241859,73974,33499,63574
2012-08-21,321166,45986,169918,2913,232459,85016,39808,63319
